province;red;green;blue;x;x;old IDs;;;
1730;64;0;248;Gingee;x;1947;1730;;
1731;65;0;232;Bidar;x;1948;1731;;
1732;66;0;236;Tirupati;x;1949;1732;;
1733;67;0;240;Meghalaya;x;1950;1733;;
1734;68;0;244;Hunyad;x;1951;1734;;
1735;69;0;248;Maramaros;x;1952;1735;;
1736;70;0;232;Szabolcs;x;1953;1736;;
1737;71;0;236;Torontal;x;1954;1737;;
1738;172;146;192;Kholmogory;x;1955;1738;;
1739;73;0;244;Suzdal;x;1956;1739;;
1740;74;0;248;Galich;x;1957;1740;;
1741;75;0;232;Kargopol;x;1958;1741;;
1742;76;0;236;Torzhok;x;1959;1742;;
1743;79;0;248;Kudymkar;x;1962;1743;;
1744;80;0;232;Cherdyn;x;1963;1744;;
1745;81;0;236;Ust-Sysolsk;x;1964;1745;;
1746;88;116;126;Buzuluk;x;1965;1746;;
1747;216;118;173;Chelyaba;x;1966;1747;;
1748;217;126;173;Khujand;x;1967;1748;;
1749;89;128;32;Kulob;x;1968;1749;;
1750;216;122;79;Sozak;x;1969;1750;;
1751;88;120;32;Syghnak;x;1970;1751;;
1752;88;112;32;Tsaritsyn;x;1971;1752;;
1753;216;114;79;Udmurtia;x;1972;1753;;
1754;105;225;255;Sea of Jutland;x;1975;1754;;
1755;96;0;236;Faroes;x;1979;1755;;
1756;136;253;253;Sea of Japan;x;1980;1756;;
1757;98;0;244;Bornholm;x;1981;1757;;
1758;99;0;248;Blekinge;x;1982;1758;;
1759;102;240;0;Narke;x;1985;1759;;
1760;103;0;244;New Caledonia;x;1986;1760;;
1761;104;0;248;Society Islands;x;1987;1761;;
1762;105;0;232;Rapa Nui;x;1988;1762;;
1763;106;0;236;Tonga;x;1989;1763;;
1764;112;0;240;Micronesia;x;1995;1764;;
1765;115;0;232;Christmas Island;x;1998;1765;;
1766;60;221;221;Qinghai Lake;x;2000;1766;;
1767;95;200;200;Siling Lake;x;2001;1767;;
1768;200;135;255;Galapagos Islands;x;2002;1768;;
1769;120;2;232;Ktunaxa;X;2003;1769;;
1770;125;4;236;Niitsitapi;x;2004;1770;;
1771;130;8;240;Asinaan;x;2005;1771;;
1772;135;16;244;Apsaalooke;x;2006;1772;;
1773;140;32;248;Arikara;x;2007;1773;;
1774;145;64;232;Yankton;x;2008;1774;;
1775;150;128;236;Teton;x;2009;1775;;
1776;155;2;120;Shenandoah;x;2011;1776;;
1777;105;3;160;Arsigantegok;x;2012;1777;;
1778;65;7;40;Nipigon;x;2015;1778;;
1779;155;8;120;Bungi;x;2016;1779;;
1780;105;9;160;Nehiyawewin;x;2017;1780;;
1781;55;10;40;Tsuutina;x;2018;1781;;
1782;105;11;120;Nimiipu;x;2019;1782;;
1783;155;12;160;Bannock;x;2020;1783;;
1784;25;13;70;Miwok;x;2021;1784;;
1785;155;5;120;Haida;x;2022;1785;;
1786;55;14;120;Munsee;x;2023;1786;;
1787;255;15;160;Ajiraan;x;2024;1787;;
1788;255;16;40;South Georgia;x;2025;1788;;
1789;230;18;160;Arcot;x;2027;1789;;
1790;255;19;90;Mahur;x;2028;1790;;
1791;255;20;120;South Kanara;x;2029;1791;;
1792;255;21;160;Goa;x;2030;1792;;
1793;16;134;155;Morasanadu;x;2031;1793;;
1794;16;245;155;Malenadu;x;2032;1794;;
1795;188;164;69;Savanaur;x;2033;1795;;
1796;255;120;0;Pune;x;2034;1796;;
1797;81;148;103;Gulbarga;x;2035;1797;;
1798;156;172;45;Baglana;x;2036;1798;;
1799;205;119;117;Warangal;x;2037;1799;;
1800;84;237;87;Sadiya;x;2040;1800;;
1801;64;189;3;Manipur;x;2041;1801;;
1802;193;131;23;Nasirabad;x;2046;1802;;
1803;198;203;170;Garjat;x;2048;1803;;
1804;73;18;169;Khurda;x;2049;1804;;
1805;184;70;8;Chanda;x;2050;1805;;
1806;225;142;66;Patan;x;2053;1806;;
1807;156;61;221;Rewakantha;x;2056;1807;;
1808;75;190;64;Bhelsa;x;2057;1808;;
1809;231;98;182;Mewar;x;2058;1809;;
1810;237;96;10;Kalpi;x;2059;1810;;
1811;255;192;227;Upper Doab;x;2060;1811;;
1812;255;192;0;Katehar;x;2061;1812;;
1813;193;76;178;Panipat;x;2062;1813;;
1814;152;160;243;Etawah;x;2063;1814;;
1815;202;218;255;Shekhawati;x;2064;1815;;
1816;53;215;217;Batthiana;x;2065;1816;;
1817;116;145;119;Nagaur;x;2066;1817;;
1818;212;53;53;Gorwar;x;2067;1818;;
1819;72;225;192;Siwistan;x;2068;1819;;
1820;187;154;212;Kumaon;x;2069;1820;;
1821;123;181;72;Chaubisi Rajas;x;2070;1821;;
1822;234;189;93;Limbuwan;x;2071;1822;;
1823;154;192;44;Baltistan;x;2073;1823;;
1824;151;175;205;Ladakh;x;2074;1824;;
1825;0;18;255;Doaba;x;2075;1825;;
1826;0;194;255;Sialkot;x;2076;1826;;
1827;224;140;221;Margalla;x;2077;1827;;
1828;32;140;221;Bannu;x;2078;1828;;
1829;132;140;221;Dera Ghazi Khan;x;2079;1829;;
1830;219;108;9;Srikakulam;x;2080;1830;;
1831;142;80;134;Lakhnor;x;2081;1831;;
1832;17;138;94;Raipur;x;2082;1832;;
1833;205;86;82;Kosta;x;2083;1833;;
1834;193;0;241;Konaseema;x;2084;1834;;
1835;161;165;225;Tiruchirapalli;x;2085;1835;;
1836;197;225;191;Cholistan;x;2086;1836;;
1837;224;213;178;Ajmer;x;2087;1837;;
1838;81;142;66;Chaul;x;2089;1838;;
1839;154;52;179;Rayalaseema;x;2090;1839;;
1840;145;33;11;Tripura;x;2091;1840;;
1841;170;185;212;Mahadeo;x;2092;1841;;
1842;230;190;64;Mandsaur;x;2093;1842;;
1843;78;155;191;Bahreich;x;2094;1843;;
1844;222;94;94;Varanasi;x;2095;1844;;
1845;210;243;194;Damin;x;2096;1845;;
1846;95;101;222;Baghelkhand;x;2097;1846;;
1847;148;136;138;Surguja;x;2098;1847;;
1848;193;207;44;Kandy;x;2099;1848;;
1849;195;123;121;Vanni;x;2100;1849;;
1850;186;239;22;Tirunelveli;x;2101;1850;;
1851;215;191;26;Urkan;x;2102;1851;;
1852;103;132;224;Udi;x;2103;1852;;
1853;104;136;64;Birija;x;2104;1853;;
1854;105;148;160;Kuru;x;2105;1854;;
1855;104;158;240;Ningguta;x;2107;1855;;
1856;100;98;144;Huncun;x;2108;1856;;
1857;100;90;80;Boduna;x;2109;1857;;
1858;99;86;240;Yehe;x;2110;1858;;
1859;199;223;102;Hetu Ala;x;2111;1859;;
1860;115;210;143;Andong;x;2112;1860;;
1861;193;133;132;Gaizhou;x;2113;1861;;
1862;106;172;160;Ereen;x;2114;1862;;
1863;107;180;224;Chahar;x;2115;1863;;
1864;108;206;240;Ih Huree;x;2116;1864;;
1865;219;224;124;Zasagt;x;2117;1865;;
1866;116;102;240;Urzhar;x;2118;1866;;
1867;114;56;64;Chuguchak;x;2119;1867;;
1868;114;115;55;Ili;x;2120;1868;;
1869;112;32;64;Kuqa;x;2121;1869;;
1870;111;244;160;Hami;x;2122;1870;;
1871;111;254;240;Qakilik;x;2123;1871;;
1872;115;78;240;Yarkand;x;2124;1872;;
1873;115;86;112;Kochkor;x;2125;1873;;
1874;155;139;47;Chuy;x;2126;1874;;
1875;115;82;80;Yashilkul;x;2127;1875;;
1876;123;184;128;Ngari;x;2128;1876;;
1877;122;174;240;Changtang;x;2129;1877;;
1878;121;152;64;Nyingchi;x;2130;1878;;
1879;196;187;21;Qamdo;x;2131;1879;;
1880;119;138;144;Markam;x;2132;1880;;
1881;118;126;240;Dege;x;2133;1881;;
1882;119;120;192;Rebgong;x;2134;1882;;
1883;118;130;80;Garze;x;2135;1883;;
1884;124;210;144;Xuanhua;x;2136;1884;;
1885;145;24;24;Laizhou;x;2139;1885;;
1886;238;254;148;Yanzhou;x;2140;1886;;
1887;185;197;39;Ningguo;x;2146;1887;;
1888;150;42;42;Huizhou;x;2147;1888;;
1889;41;150;61;Shaoxin;x;2148;1889;;
1890;121;54;54;Ningbo;x;2149;1890;;
1891;69;102;64;Jinhua;x;2150;1891;;
1892;131;100;35;Poyang;x;2151;1892;;
1893;144;37;37;Jianning;x;2152;1893;;
1894;67;84;112;Tingzhou;x;2153;1894;;
1895;233;216;92;Kelang;x;2154;1895;;
1896;97;44;96;Middag;x;2155;1896;;
1897;146;81;81;Chaochow;x;2156;1897;;
1898;65;52;224;Waichow;x;2157;1898;;
1899;65;46;176;Shiukwan;x;2158;1899;;
1900;65;34;80;Ngaichow;x;2160;1900;;
1901;68;78;64;Ngchow;x;2162;1901;;
1902;67;62;128;Liuzhou;x;2163;1902;;
1903;67;70;192;Namning;x;2164;1903;;
1904;255;216;0;Pu'er;x;2165;1904;;
1905;69;205;50;Dehong;x;2166;1905;;
1906;75;240;74;Lijiang;x;2167;1906;;
1907;79;254;112;Bozhou;x;2168;1907;;
1908;149;33;33;Langzhong;x;2169;1908;;
1909;90;182;176;Songqu;x;2170;1909;;
1910;153;57;57;Xiangyang;x;2171;1910;;
1911;0;36;255;Yuanling;x;2173;1911;;
1912;158;62;62;Hengyang;x;2174;1912;;
1913;89;162;208;Ningwu;x;2177;1913;;
1914;90;172;96;Lu'an;x;2178;1914;;
1915;91;188;224;Yan'an;x;2179;1915;;
1916;79;246;240;Tianshui;x;2180;1916;;
1917;93;216;64;Pingliang;x;2181;1917;;
1918;95;236;224;Liangzhou;x;2182;1918;;
1919;93;222;112;Taozhou;x;2183;1919;;
1920;215;210;43;Xining;x;2184;1920;;
1921;103;120;128;Mergen;x;2185;1921;;
1922;105;156;224;Iman;x;2186;1922;;
1923;106;164;96;Sartu;x;2187;1923;;
1924;100;102;176;Alchuka;x;2188;1924;;
1925;110;220;160;Tsetserleg;x;2189;1925;;
1926;205;158;124;Qaraqorum;x;2190;1926;;
1927;108;196;160;Ejin;x;2191;1927;;
1928;217;220;84;Korla;x;2192;1928;;
1929;96;42;80;Govi;x;2193;1929;;
1930;113;106;26;Kunlun;x;2194;1930;;
1931;255;18;160;Adyghe;x;2195;1931;;
1932;255;19;40;Guria;x;2196;1932;;
1933;255;25;0;Cabardia;x;2197;1933;;
1934;255;126;40;Khundzia;x;2198;1934;;
1935;243;202;12;Suleiman Range;x;2200;1935;;
1936;255;22;200;Alania;x;2201;1936;;
1937;255;223;0;Melikates;x;2202;1937;;
1938;255;23;23;Kakheti;x;2203;1938;;
1939;255;224;200;Samtskhe;x;2204;1939;;
1940;255;24;40;Nakhchivan;x;2205;1940;;
1941;255;225;120;Urmia;x;2206;1941;;
1942;255;125;200;Maragheh;x;2207;1942;;
1943;255;24;90;Ilam;x;2209;1943;;
1944;187;165;22;Kirmanshah;x;2210;1944;;
1945;187;215;128;Ardalan;x;2211;1945;;
1946;60;143;34;Zanjan;x;2212;1946;;
1947;187;205;22;Qom;x;2213;1947;;
1948;81;81;192;Golestan;x;2214;1948;;
1949;187;24;90;Qazvin;x;2215;1949;;
1950;187;24;155;Semnan;x;2216;1950;;
1951;255;112;90;Yasuj;x;2217;1951;;
1952;165;72;84;Sarvestan;x;2218;1952;;
1953;58;88;180;Bandar Langeh;x;2219;1953;;
1954;81;81;255;Bam;x;2220;1954;;
1955;165;72;137;Mashhad;x;2221;1955;;
1956;81;81;221;Ardakan;x;2222;1956;;
1957;215;50;155;Larestan;x;2223;1957;;
1958;190;44;0;Ferah;x;2224;1958;;
1959;210;227;0;Bamyan;x;2225;1959;;
1960;90;187;34;Jalalabad;x;2226;1960;;
1961;208;154;12;Kunduz;x;2227;1961;;
1962;40;59;211;Maymana;x;2228;1962;;
1963;90;156;34;Bust;x;2229;1963;;
1964;129;171;129;Chakhansur;x;2230;1964;;
1965;121;210;41;Bela;x;2231;1965;;
1966;190;72;59;Kharan;x;2232;1966;;
1967;152;137;59;Western Makran;x;2233;1967;;
1968;193;215;62;Rafsanjan;x;2234;1968;;
1969;190;72;96;Sabzevar;x;2235;1969;;
1970;131;211;134;Bojnord;x;2236;1970;;
1971;80;73;160;Kantor;x;2238;1971;;
1972;200;111;182;Beafada;x;2241;1972;;
1973;240;69;110;Karou;x;2242;1973;;
1974;80;135;107;Termes;x;2243;1974;;
1975;160;139;157;Tagant;x;2244;1975;;
1976;240;113;207;Wagadu;x;2245;1976;;
1977;40;115;232;Baghena;x;2246;1977;;
1978;80;117;83;Walata;x;2247;1978;;
1979;120;119;108;Do;x;2248;1979;;
1980;160;151;133;Sibiridugu;x;2249;1980;;
1981;160;77;210;Bendugu;x ;2250;1981;;
1982;80;61;184;Bagoe;x ;2251;1982;;
1983;200;117;235;Lobi;x;2252;1983;;
1984;160;121;133;Gwiriko;x;2253;1984;;
1985;240;125;232;Bonoman;x;2254;1985;;
1986;40;127;183;Gyaaman;x;2255;1986;;
1987;40;139;159;Dagbon;x;2256;1987;;
1988;120;131;233;Cape Coast;x;2258;1988;;
1989;160;133;84;Bara;x;2259;1989;;
1990;200;79;235;Mema;x;2260;1990;;
1991;160;115;210;Kala;x;2261;1991;;
1992;116;98;168;Karabara;x;2262;1992;;
1993;200;91;211;Haayre;x;2263;1993;;
1994;200;135;109;Hombori;x;2264;1994;;
1995;240;119;86;Liptako;x;2265;1995;;
1996;140;199;183;Bilanga;x;2266;1996;;
1997;240;137;134;Tenkodogo;x;2267;1997;;
1998;40;83;11;Aribanda;x;2268;1998;;
1999;200;147;85;Zarmaganda;x;2269;1999;;
2000;40;121;11;Dallol;x;2270;2000;;
2001;80;141;184;Azawagh;x;2271;2001;;
2002;160;127;186;Azbin;x;2272;2002;;
2003;120;143;209;Ader;x;2273;2003;;
2004;160;145;234;Agades;x;2274;2004;;
2005;120;125;161;Tenere;x;2275;2005;;
2006;80;123;136;Itesan;x;2276;2006;;
2007;240;161;86;Kawar;x ;2277;2007;;
2008;240;149;110;Kebbi;x ;2278;2008;;
2009;120;155;185;Daura;x;2279;2009;;
2010;160;157;210;Biram;x;2280;2010;;
2011;200;159;235;Rano;x;2281;2011;;
2012;40;151;135;Muniyo;x;2282;2012;;
2013;240;143;207;Bedde;x;2283;2013;;
2014;160;89;186;Manga;x;2284;2014;;
2015;200;129;211;Marghi;x;2285;2015;;
2016;240;131;236;Logone;x;2286;2016;;
2017;40;163;11;Kotoko;x;2287;2017;;
2018;40;133;82;Yao;x;2288;2018;;
2019;40;71;135;Ondo;x ;2289;2019;;
2020;120;87;161;Ketu;x;2291;2020;;
2021;140;145;232;Moshi;x;2292;2021;;
2022;200;141;182;Yawuri;x;2293;2022;;
2023;80;147;83;Atakora;x;2295;2023;;
2024;209;68;153;Biga;x;2296;2024;;
2025;245;152;169;Saruhan;x;2297;2025;;
2026;255;230;147;Tekke;x;2298;2026;;
2027;226;231;102;Bolu;x;2299;2027;;
2028;198;68;153;Bozok;x;2300;2028;;
2029;0;155;175;Kayseri;x;2301;2029;;
2030;187;186;222;Icel;x;2302;2030;;
2031;167;163;54;Malatya;x;2303;2031;;
2032;157;36;128;Canik;x;2304;2032;;
2033;89;153;66;Erzincan;x;2305;2033;;
2034;184;183;51;Mush;x;2306;2034;;
2035;207;225;132;Van;x;2307;2035;;
2036;0;153;75;Urfa;x;2308;2036;;
2037;132;41;144;Sinjar;x;2309;2037;;
2038;250;19;41;Tikrit;x;2310;2038;;
2039;181;181;52;Antioch;x;2313;2039;;
2040;49;11;71;Rahba;x;2314;2040;;
2041;75;170;250;Suez;x;2315;2041;;
2042;149;201;61;Minya;x;2317;2042;;
2043;157;215;209;Bahariya;x;2318;2043;;
2044;206;231;202;Manfalut;x;2319;2044;;
2045;62;48;146;Ras Gharib;x;2320;2045;;
2046;203;185;45;Queseer;x;2321;2046;;
2047;212;227;131;Wadi Halfa;x;2322;2047;;
2048;158;168;213;Sahra an Nubyah;x;2323;2048;;
2049;239;69;139;Halaib;x;2324;2049;;
2050;245;244;179;Tarrana;x;2325;2050;;
2051;178;31;114;Bardiyah;x;2326;2051;;
2052;154;216;222;Maan;x;2327;2052;;
2053;0;120;91;Tayma;x;2328;2053;;
2054;101;125;54;Yanbu;x;2329;2054;;
2055;59;82;37;Ma'din Sulaym;x;2330;2055;;
2056;250;203;224;Jeddah;x;2331;2056;;
2057;188;228;233;Truba;x;2332;2057;;
2058;225;224;174;Badiyat ash Sham;x;2334;2058;;
2059;9;115;187;Dawasir;x;2335;2059;;
2060;238;16;102;Aflaj;x;2336;2060;;
2061;255;21;245;Buraydah;x;2337;2061;;
2062;201;24;126;Hafar;x;2338;2062;;
2063;157;34;114;Yabrin;x;2339;2063;;
2064;91;4;48;Grane;x;2340;2064;;
2065;56;16;31;Wusta;x;2342;2065;;
2066;117;18;67;Hadramawt;x;2343;2066;;
2067;210;25;111;Marib;x;2344;2067;;
2068;240;238;129;Beihan;x;2345;2068;;
2069;252;183;112;Jazan;x;2346;2069;;
2070;0;120;94;Hofuf;x;2347;2070;;
2071;108;157;64;Chios;x;2348;2071;;
2072;151;50;205;Konjikala;x;2350;2072;;
2073;169;158;86;Shekty;x;2351;2073;;
2074;57;202;53;Tortkara;x;2353;2074;;
2075;155;167;88;Shegendyk;x;2354;2075;;
2076;189;174;66;Narym;x;2355;2076;;
2077;39;216;132;Shymkent;x;2356;2077;;
2078;211;106;44;Aksary;x;2357;2078;;
2079;179;181;74;Altyn;x;2358;2079;;
2080;69;186;122;Baganaly;x;2359;2080;;
2081;68;40;113;Tobykty;x;2360;2081;;
2082;23;130;61;Dzhaman-Kuduk;x;2361;2082;;
2083;145;49;49;Karakum Desert;x;2363;2083;;
2084;193;255;128;Talas;x;2364;2084;;
2085;179;165;85;Utva;x;2366;2085;;
2086;135;100;164;Karamegdan;x;2368;2086;;
2087;175;88;119;Lower Ishim;x;2369;2087;;
2088;108;130;155;Kungirot;x;2370;2088;;
2089;127;0;0;Song La;x;2371;2089;;
2090;0;38;255;;x;4819;2090;Hai Phong;2372
2091;137;76;72;Hue;x;2373;2091;;
2092;53;204;105;Kauthara;x;2374;2092;;
2093;182;255;0;;x;4824;2093;Tay Nguyen;2375
2094;255;0;110;Kratie;x;2378;2094;;
2095;34;65;11;Luang Namtha;x;2381;2095;;
2096;154;12;26;Savanh Nakhone;x;2382;2096;;
2097;127;31;12;Khukhanor Surin;x;2383;2097;;
2098;17;79;170;Nong Khai;x;2384;2098;;
2099;42;127;127;Nongbua Lamphu;x;2385;2099;;
2100;91;112;0;Chaiyaphum;x;2386;2100;;
2101;71;64;128;Phetchaburi;x;2387;2101;;
2102;32;38;255;Phitsanulok;x;2388;2102;;
2103;213;130;225;Phra Bang;x;2389;2103;;
2104;202;66;152;Chaiya;x;2390;2104;;
2105;135;98;114;Selangor;x;2392;2105;;
2106;92;175;36;Kedah;x;2394;2106;;
2107;32;124;32;Hkamti Long;x;2395;2107;;
2108;255;117;154;Mong Kawng;x;2396;2108;;
2109;141;255;107;Tamanthi;x;2397;2109;;
2110;53;168;141;Thaungdut;x;2398;2110;;
2111;255;242;109;Pagan;x;2399;2111;;
2112;255;160;58;Hsipaw;x;2400;2112;;
2113;255;163;137;Yawnghwe;x;2401;2113;;
2114;137;255;104;Sandoway;x;2402;2114;;
2115;97;198;71;Mergui;x;2404;2115;;
2116;54;91;72;Bendery;x;2405;2116;;
2117;151;78;142;Ingil;x;2406;2117;;
2118;89;70;120;Pereyaslav;x;2407;2118;;
2119;211;223;69;Lipetsk;x;2408;2119;;
2120;202;43;139;Bahmut;x;2409;2120;;
2121;153;230;204;Theodoro;x;2410;2121;;
2122;179;204;153;Mansur;x;2411;2122;;
2123;122;143;170;Kyzyl-Yar;x;2412;2123;;
2124;70;70;122;Tyn;x;2413;2124;;
2125;60;44;114;Etkara;x;2415;2125;;
2126;66;75;120;Majar;x;2416;2126;;
2127;171;208;192;Kanadey;x;2419;2127;;
2128;247;22;12;Agyidel;x;2420;2128;;
2129;45;31;18;Juketau;x;2421;2129;;
2130;163;72;18;Veda-Suvar;x;2422;2130;;
2131;163;189;18;Alatyr;x;2423;2131;;
2132;151;186;110;Peremyshl;x;2424;2132;;
2133;89;61;78;Naryan-Mar;x;2425;2133;;
2134;153;102;93;Yugan;x;2428;2134;;
2135;88;198;79;Baykha;x;2430;2135;;
2136;172;201;135;Uchamin;x;2431;2136;;
2137;162;183;79;Chulym;x;2432;2137;;
2138;170;202;126;Vah;x;2433;2138;;
2139;63;134;173;Barnaul;x;2434;2139;;
2140;34;80;89;Nukhtui;x;2435;2140;;
2141;34;43;58;Chuna;x;2436;2141;;
2142;154;175;58;Seganka;x;2437;2142;;
2143;34;74;58;Kharya;x;2438;2143;;
2144;173;104;32;Yarmanka;x;2439;2144;;
2145;173;66;32;Kagyrgyn;x;2440;2145;;
2146;72;130;79;Iglino;x;2441;2146;;
2147;72;28;79;Ust-Kut;x;2442;2147;;
2148;47;122;167;Kan;x;2443;2148;;
2149;164;48;70;Bashgird;x;2444;2149;;
2150;148;47;32;Chara;x;2446;2150;;
2151;144;31;145;Fezzan;x;2448;2151;;
2152;81;144;95;Jufra;x;2449;2152;;
2153;207;131;46;Ghadames;x;2450;2153;;
2154;39;31;246;Thubaqt;x;2451;2154;;
2155;165;31;196;Zuwarah;x;2452;2155;;
2156;228;231;95;Kairouan;x;2454;2156;;
2157;60;161;46;Bizerte;x;2455;2157;;
2158;186;131;246;Biskra;x;351;2158;Touggourt;2456
2159;123;51;196;Mzab;x;2457;2159;;
2160;249;249;145;Hodna;x;2458;2160;;
2161;21;1;95;Titteri;x;2459;2161;;
2162;147;151;46;Saoura;x;2460;2162;;
2163;84;131;246;Dahra;x;2461;2163;;
2164;210;11;196;Ouarsenis;x;2462;2164;;
2165;42;12;145;Kasdir;x;2463;2165;;
2166;168;151;95;Ouarzazate;x;2464;2166;;
2167;105;109;46;Oujda;x;2465;2167;;
2168;231;15;246;Draa;x;2466;2168;;
2169;63;119;196;Meknes;x;2467;2169;;
2170;189;221;145;Tadla;x;2468;2170;;
2171;126;1;95;Dukkala;x;2469;2171;;
2172;252;31;46;Haha;x;2470;2172;;
2173;252;131;46;Ouargla;x;2472;2173;;
2174;148;133;60;Tajarhi;x;2474;2174;;
2175;37;133;180;Djado;x;2475;2175;;
2176;1;0;145;Kumeyaay;x;2476;2176;;
2177;127;20;145;Yuki;x;2477;2177;;
2178;64;119;246;Tachi;x;2478;2178;;
2179;190;100;196;Maidu;x;2479;2179;;
2180;22;32;145;Shasta;x;2480;2180;;
2181;148;161;95;Klamath;x;2481;2181;;
2182;85;91;46;Kalapuya;x;2482;2182;;
2183;211;31;246;Umatilla;x;2483;2183;;
2184;43;51;196;Quileute;x;2484;2184;;
2185;169;2;145;Chehalis;x;2485;2185;;
2186;106;12;95;Yakima;x;2486;2186;;
2187;232;201;46;Spokane;x;2487;2187;;
2188;4;51;246;Palus;x;2488;2188;;
2189;130;130;196;Bohogue;x;2489;2189;;
2190;67;201;145;Goshute;x;2490;2190;;
2191;193;139;95;Hualapai;x;2491;2191;;
2192;25;191;46;Chiricahua;x;2492;2192;;
2193;151;161;246;Hopi;x;2493;2193;;
2194;88;38;196;Zuni;x;2494;2194;;
2195;214;231;145;Acoma;x;2495;2195;;
2196;46;231;95;Jicarilla;x;2496;2196;;
2197;172;191;46;Lipiyanes;x;2497;2197;;
2198;109;41;246;Jumao;x;2498;2198;;
2199;235;152;196;Coahuilteco;x;2499;2199;;
2200;7;131;145;Querecho;x;2500;2200;;
2201;133;231;95;Piegan;x;2501;2201;;
2202;70;161;46;Haaninin;x;2502;2202;;
2203;196;31;246;Ashshipite;x;2503;2203;;
2204;28;171;196;Eelalapito;x;2504;2204;;
2205;154;243;145;Tsitsistas;x;2505;2205;;
2206;91;2;95;Kuccuntikka;x;2506;2206;;
2207;217;131;46;Baachinena;x;2507;2207;;
2208;49;141;246;Skiri;x;2508;2208;;
2209;175;43;196;Utsehta;x;2509;2209;;
2210;112;164;145;Mandan;x;2510;2210;;
2211;238;244;95;Itscheabine;x;2511;2211;;
2212;10;121;46;Wahpekute;x;2512;2212;;
2213;136;158;246;Moingwena;x;2513;2213;;
2214;73;112;196;Michigamea;x;2514;2214;;
2215;199;232;145;Satuskhdin;x;2515;2215;;
2216;157;164;46;Mdewakanton;x;2517;2216;;
2217;94;48;246;Noquet;x;2518;2217;;
2218;220;44;196;Kilatika;x;2519;2218;;
2219;52;183;145;Mengkonkia;x;2520;2219;;
2220;178;3;95;Okouara;x;2521;2220;;
2221;115;141;46;Mascouten;x;2522;2221;;
2222;241;101;246;Piankeshaw;x;2523;2222;;
2223;13;31;196;Wabash;x;2524;2223;;
2224;139;11;145;Chillicothe;x;2525;2224;;
2225;76;1;95;Shatteras;x;2526;2225;;
2226;202;202;46;Chickamauga;x;2527;2226;;
2227;160;221;196;Natchez;x;2529;2227;;
2228;223;132;95;Napochi;x;2531;2228;;
2229;55;131;46;Tohome;x;2532;2229;;
2230;142;31;46;Hitchiti;x;2537;2230;;
2231;79;131;246;Yamasee;x;2538;2231;;
2232;37;6;145;Coweta;x;2540;2232;;
2233;163;191;95;Saluda;x;2541;2233;;
2234;58;1;196;Yadkin;x;2544;2234;;
2235;184;31;145;Waxhaw;x;2545;2235;;
2236;19;131;246;Tutelo;x;2548;2236;;
2237;145;255;196;Moratok;x;2549;2237;;
2238;208;199;95;Monongahela;x;2551;2238;;
2239;40;61;46;Manahoac;x;2552;2239;;
2240;166;31;246;Potomac;x;2553;2240;;
2241;229;31;145;Honniasont;x;2555;2241;;
2242;61;31;95;Juniata;x;2556;2242;;
2243;187;222;46;Atrakwaye;x;2557;2243;;
2244;124;131;246;Espachomy;x;2558;2244;;
2245;250;141;196;Adirondack;x;2559;2245;;
2246;2;131;145;Quinnipiac;x;2560;2246;;
2247;65;133;46;Pennacook;x;2562;2247;;
2248;191;123;246;Missiquoi;x;2563;2248;;
2249;23;31;196;Sokoki;x;2564;2249;;
2250;149;122;145;Kennebec;x;2565;2250;;
2251;86;141;95;Passamaquoddy;x;2566;2251;;
2252;212;215;46;Aroostook;x;2567;2252;;
2253;44;131;246;Kespukwitk;x;2568;2253;;
2254;170;31;196;Eskikewakik;x;2569;2254;;
2255;107;31;145;Wolystoq;x;2570;2255;;
2256;233;111;95;Madawaska;x;2571;2256;;
2257;5;202;46;Siknikt;x;2572;2257;;
2258;131;101;246;Placentia;x;2573;2258;;
2259;68;1;196;Sikumiut;x;2574;2259;;
2260;194;214;145;Naskapi;x;2575;2260;;
2261;26;3;95;Mingan;x;2576;2261;;
2262;152;1;46;Manicouagan;x;2577;2262;;
2263;89;121;246;Anticosti;x;2578;2263;;
2264;215;2;196;Piekougami;x;2579;2264;;
2265;47;1;145;Atikamekw;x;2580;2265;;
2266;173;199;95;Timiskaming;x;2581;2266;;
2267;110;1;46;Maliseet;x;2582;2267;;
2268;236;51;246;Etchemins;x;2583;2268;;
2269;134;31;145;Kichesipi;x;2585;2269;;
2270;71;194;95;Tionontate;x;2586;2270;;
2271;197;197;46;Odawa;x;2587;2271;;
2272;29;41;246;Piscatang;x;2588;2272;;
2273;155;31;196;Kesagami;x;2589;2273;;
2274;92;45;145;Shaggami;x;2590;2274;;
2275;218;26;95;Outoulibi;x;2591;2275;;
2276;50;131;46;Omushkego;x;2592;2276;;
2277;221;144;246;Wappus;x;2593;2277;;
2278;176;181;246;Quenebigon;x;2594;2278;;
2279;113;131;196;Kesyehotinne;x;2595;2279;;
2280;239;18;145;Mahmikiwiniyak;x;2596;2280;;
2281;11;51;95;Sipiwininiwak;x;2597;2281;;
2282;137;28;46;Hebina;x;2598;2282;;
2283;74;15;246;Athabasca;x;2599;2283;;
2284;200;31;196;Nihithawak;x;2600;2284;;
2285;32;64;145;Danezaa;x;2601;2285;;
2286;158;114;95;Siksikawa;x;2602;2286;;
2287;95;122;46;Sekani;x;2603;2287;;
